image_id,label,mask_path,defect_type
visa_2cce5fed391d76fe,0,,good
visa_c7c09d052ff4f2ad,0,,good
visa_d2d936a3fbabe311,0,,good
visa_4a2d7d52bd5b4592,0,,good
visa_6a878851862ca1bc,0,,good
visa_228eda90f5dc7f76,0,,good
visa_6b16f86fe39c6cf4,0,,good
visa_8e0747eba050f183,0,,good
visa_efd09b23e10d857a,0,,good
visa_e2af44775871abb3,0,,good
visa_da657c2a76beac5f,0,,good
visa_ba0e7f89084601c7,0,,good
visa_c0dedd17d0e349bd,0,,good
visa_2220620271868611,0,,good
visa_ace1d3890281f3eb,0,,good
visa_5f659b6bc0418a8a,0,,good
visa_1a63acf5c3ebedf7,0,,good
visa_8557f31e7370b164,0,,good
visa_967fc8f5578570d7,0,,good
visa_93f92b21ed4cef8d,0,,good
visa_cecddf38f051431f,0,,good
visa_1ec92c2053d83927,0,,good
visa_e3d6464336ba8bda,0,,good
visa_40e2a3f2a2665db9,0,,good
visa_f2b06ea0f50d2d57,0,,good
visa_43f28279cc37f7e0,0,,good
visa_9f112cffdc249a64,0,,good
visa_1b6138db554b66f7,0,,good
visa_ed4357fb64560e64,0,,good
visa_dc5639a5e0591d69,0,,good
visa_8c7dc708bb400355,0,,good
visa_b8f15e009da1d3df,0,,good
visa_096eefeea903b3db,0,,good
visa_6419ba72c5fc0cdb,0,,good
visa_3f80f2aa499e1b31,0,,good
visa_54dc3ac728fb0223,0,,good
visa_816c6b01d92d9492,0,,good
visa_14f3a0c2869b6c88,0,,good
visa_f0d28305458e0e40,0,,good
visa_af6a243d6e6178e3,0,,good
visa_eb6b5cfaa606d2d9,0,,good
visa_7ab7d8c9fcde9967,0,,good
visa_e2219dbdb30ac328,0,,good
visa_6fb4a1df727d63f1,0,,good
visa_e434dcd33b8e71af,0,,good
visa_e5b3e29c54168463,0,,good
visa_29f1a72667ab56e1,0,,good
visa_7493ceb5bed0132c,0,,good
visa_a4bba60a9733ab86,0,,good
visa_5db233ffcbde31a6,0,,good
visa_d0e623336d0a7ef6,0,,good
visa_572a4549239ac06b,0,,good
visa_19da89ffe9d465be,0,,good
visa_07604450aff72ace,0,,good
visa_8f9215047113fa88,0,,good
visa_807ee19cae60fc11,0,,good
visa_e63db6df216b6fda,0,,good
visa_afd4dc1a9e36fa24,0,,good
visa_f96bd9e80354dbe7,0,,good
visa_a948ec5ad3605a93,0,,good
visa_f8fd104645993cc5,0,,good
visa_a729b88db42d08b6,0,,good
visa_b0a0d41581d0e6c6,0,,good
visa_4ab3528438b38e9a,0,,good
visa_e608d9f179828acb,0,,good
visa_2ab7c386f00dfeee,0,,good
visa_0d367669d351b862,0,,good
visa_48b1f0eca1afe860,0,,good
visa_f032f300429e069b,0,,good
visa_788c3c3582a7770b,0,,good
visa_b78e07c172efcb41,0,,good
visa_e6a3ddd444c37899,0,,good
visa_ef5506f481ac6ad7,0,,good
visa_b950e55167d74ca9,0,,good
visa_b251f47687ea4e24,0,,good
visa_d2870e05470d9754,0,,good
visa_9afc25ceed784ea1,0,,good
visa_df797d04e4399167,0,,good
visa_11cf3feb2fdfd530,0,,good
visa_4aa31457ec311978,0,,good
visa_66cbcb2ea224c3eb,0,,good
visa_7a7cae91e42bbcdc,0,,good
visa_5c4bb033c0b124dc,0,,good
visa_2069db3f82d8ac20,0,,good
visa_c1c852c943952701,0,,good
visa_c08e30fb4067315c,0,,good
visa_9eb85f091a23b5d8,0,,good
visa_f0974215ce48c5f9,0,,good
visa_91979e842d866d77,0,,good
visa_1068c72dd14c56f2,0,,good
visa_16ab615c6eb7d28e,0,,good
visa_16c95d55013f5830,0,,good
visa_216b4283515c9249,0,,good
visa_a609f883517a8aca,0,,good
visa_908bdca2dccdb22a,0,,good
visa_66b28aff75a118fd,0,,good
visa_c9744c42f6f41e6d,0,,good
visa_2209b4bc34c0fcc3,0,,good
visa_3fac0fedb95203bf,0,,good
visa_6b2efce03bb5d72c,0,,good
visa_7d494ee0194a4e27,0,,good
visa_2ab0dfa4ed272b5f,0,,good
visa_16830d715bd44498,0,,good
visa_154c886f1d7b271d,0,,good
visa_d4384088a7bdaeec,0,,good
visa_bdfb7df15ac42470,0,,good
visa_a9054e4ab56112b7,0,,good
visa_7e20693435ee82e7,0,,good
visa_d85a23297ad73f8e,0,,good
visa_1d95ab565b2c81b6,0,,good
visa_dea6d0b84ee6ddf2,0,,good
visa_f52e89d790a3f9e4,0,,good
visa_aa78597e55d53221,0,,good
visa_0c5450b0f96d3a6d,0,,good
visa_f5a8a4e1630a7902,0,,good
visa_9ec839ce047402a0,0,,good
visa_3ac101d3df7eb409,0,,good
visa_d8c1df208cd60094,0,,good
visa_d972cd37f9b320a1,0,,good
visa_13e63757bc01bdb0,0,,good
visa_47b3e7167e3511b4,0,,good
visa_7f6cd178a4030713,0,,good
visa_0af3762495d57c43,0,,good
visa_018a4d678cfcdb71,0,,good
visa_975dda97afc53e06,0,,good
visa_69793a7f075f76d9,0,,good
visa_a67c3caa482567e3,0,,good
visa_6fa9e28d11fe3154,0,,good
visa_4b212bdda34e92c0,0,,good
visa_d75a8f07520c2f4d,0,,good
visa_d3627fcd7f09fb68,0,,good
visa_27660a3ef1dce899,0,,good
visa_fc28e38b2ebb5d46,0,,good
visa_af7ac5891c6babf7,0,,good
visa_8cb6b4e5e15d244b,0,,good
visa_983020449b1f4dae,0,,good
visa_a779b81bf4521796,0,,good
visa_2df759de2fa53505,0,,good
visa_e079c47cb72ee66c,0,,good
visa_7b84748b6c162480,0,,good
visa_b64fbd666fc2a9d1,0,,good
visa_e7f10e62be531f45,0,,good
visa_2b071ec1c92ae4a4,0,,good
visa_ca51ff1b7c8a31eb,0,,good
visa_021ba40b59c82a50,0,,good
visa_6e7dcd4ee410a6f3,0,,good
visa_19958010a715708d,0,,good
visa_b146895df225a2d4,0,,good
visa_78c3c85eb4c63c6b,0,,good
visa_250564930989b7b1,0,,good
visa_6048cb2b73127911,0,,good
visa_ab70c91356314d64,0,,good
visa_da7843adef5d1d28,0,,good
visa_2a4b9fbc8f4fcad9,0,,good
visa_122be0df887412a7,0,,good
visa_8a04f58cfae8a8b0,0,,good
visa_bc0d10e9d2edfd38,0,,good
visa_092a63beca35a2fe,0,,good
visa_8241a24c64e83c5c,0,,good
visa_d285d96cd1488598,0,,good
visa_7797f2c2d96942e6,0,,good
visa_b70d9c7d2102069e,0,,good
visa_2c38a4e67c1817bd,0,,good
visa_c7c97e1de78e3da5,0,,good
visa_64834eb5eaa26577,0,,good
visa_128aeb29220c7c18,0,,good
visa_1d4a8e20b152f71d,0,,good
visa_242bb662590c776f,0,,good
visa_2d0376f2143907b1,0,,good
visa_920bcf646395c220,0,,good
visa_46e405ce55ef3d30,0,,good
visa_735fd0e7ade679c4,0,,good
visa_e34cf0ab5bc7b3a5,0,,good
visa_fbc20b2285629c1a,0,,good
visa_0efaea457f6aff5d,0,,good
visa_dbe17c26c2e5c3f5,0,,good
visa_1ca9103bcd200af2,0,,good
visa_155d40edf8027356,0,,good
visa_9268c9d9761f64a6,0,,good
visa_8aa378e2eba85772,0,,good
visa_8e5825ad9604a0ea,0,,good
visa_fbe6cf0a1c2bffc5,0,,good
visa_3b45c1c5bec80f44,0,,good
visa_e59badda34b1c64e,0,,good
visa_245a2c03762ffc9c,0,,good
visa_911ed2d92fba57ae,0,,good
visa_84ed548a556e130b,0,,good
visa_c51cc066f0a282dd,0,,good
visa_ef7c8ada8d794bcd,0,,good
visa_57e6beafccca2b13,0,,good
visa_3e9ebf5bf1a4b0ec,0,,good
visa_82432acf5ef24d84,0,,good
visa_552e298f7edc758f,0,,good
visa_237788a629999250,0,,good
visa_78a65bcb19c1b3ae,0,,good
visa_6d5d02afe49b2495,0,,good
visa_30fa4359ce2324d9,0,,good
visa_c632132b52abd897,0,,good
visa_235d1ef1e3a3ce53,0,,good
visa_7c1127519dbee5f0,0,,good
visa_93101137a9c807a4,0,,good
visa_8429d3c206d1e918,0,,good
visa_40507fb05d5fb837,0,,good
visa_eb0afea16d4e1205,0,,good
visa_9ee9eea15d6e15a2,0,,good
visa_c486e092851f7a41,0,,good
visa_d29e9df630bf034a,0,,good
visa_7f2ddae916a15cdc,0,,good
visa_f073b2a414b7f692,0,,good
visa_2c93553f5155e753,0,,good
visa_57f1c5159e25bd01,0,,good
visa_a1d4d2a31722697d,0,,good
visa_4c5f79255e571431,0,,good
visa_7f95d008ee9a4f84,0,,good
visa_4e2a840b3dfc6412,0,,good
visa_ead032923dccbdda,0,,good
visa_c171b0b3a16135a3,0,,good
visa_8ae39b3a2b2c5235,0,,good
visa_625dce1a997b6246,0,,good
visa_19551f5b28919076,0,,good
visa_4aacf2722fa0940a,0,,good
visa_f6fd1c2354c2c572,0,,good
visa_9a59470a0be81ec4,0,,good
visa_d1fabe784e5fc128,0,,good
visa_099b941f08eadb4d,0,,good
visa_af86f2a4d4dbb606,0,,good
visa_5b1881b072cb8b93,0,,good
visa_3be6a8c13887eccc,0,,good
visa_56a14f52f368c39e,0,,good
visa_c8a9950b63bf972b,0,,good
visa_2046041796ad38c3,0,,good
visa_434a7cceae19f745,0,,good
visa_f92ea50178a5d5f3,0,,good
visa_7edbc07a6c351f59,0,,good
visa_b32f5a80cbcb290b,0,,good
visa_28f258af27ee4e60,0,,good
visa_0567c09315d9a01c,0,,good
visa_ced9ceb76f646eb1,0,,good
visa_86c5395e557661e7,0,,good
visa_ac3c04de1cc6c8ba,0,,good
visa_2bee133255a77984,0,,good
visa_aa3cbbbc09a171ba,0,,good
visa_589096916eee0e14,0,,good
visa_2ee84b450744e4ae,0,,good
visa_11268b16f2ab67de,0,,good
visa_4e1887262d4dc738,0,,good
visa_8f35f660244d342e,0,,good
visa_294c2efe905f6afe,0,,good
visa_38aed04b4ec38ae3,0,,good
visa_7febfab42dcbc952,0,,good
visa_1ec7cb4d49c3c69d,0,,good
visa_c634264674275a55,0,,good
visa_a811e8bf2f02c15e,0,,good
visa_d7fd1580db4ff1b8,0,,good
visa_5990fe2a8cb8ab21,0,,good
visa_9a7822af69be8b70,0,,good
visa_bf42adae667c8968,0,,good
visa_0659d5451a1cacdb,0,,good
visa_81b60c79df9b1f05,0,,good
visa_4349e067862b8161,0,,good
visa_75aa420296b201a7,0,,good
visa_ca82fd202e986156,0,,good
visa_e9f991035e48a7ca,0,,good
visa_8a9cf88616df5106,0,,good
visa_9b6794fcef237664,0,,good
visa_14fb1719b48687f0,0,,good
visa_5171322ed67165e2,0,,good
visa_e672131177827f5b,0,,good
visa_e41fed0377bc0b80,0,,good
visa_5a7e3708d89b7b9a,0,,good
visa_3be3bb0fd599d830,0,,good
visa_2de65d47b176d1de,0,,good
visa_20a191c92716b5ae,0,,good
visa_055e203c8b906e32,0,,good
visa_3c584f9f793378ae,0,,good
visa_96af7ddd7cb671c2,0,,good
visa_fc806aede01a47bb,0,,good
visa_fe94555d092b34a6,0,,good
visa_11f1b2e289a50db8,0,,good
visa_4b638e015864e5cb,0,,good
visa_b73b805b6b3ede92,0,,good
visa_aaf4ef77d3275400,0,,good
visa_665cf659a7c56f87,0,,good
visa_5d4baa544fdda25c,0,,good
visa_1d41f6fcfd50ccc2,0,,good
visa_4c886ec0caf84001,0,,good
visa_9f1292a1f5d2f6a7,0,,good
visa_4a6a7c11d7903b57,0,,good
visa_64c835858ec7d621,0,,good
visa_68b575666fb0c39f,0,,good
visa_25159b8ee5c9e54a,0,,good
visa_23af2208aa8106ac,0,,good
visa_332183504c29ce24,0,,good
visa_2c2113f867b71661,0,,good
visa_cad9fd8ec99999cf,0,,good
visa_cf69a0ba49a8b0ab,0,,good
visa_7d1da65693c75b13,0,,good
visa_2d566bec12fc8a6a,0,,good
visa_c37e4a3c9e47b122,0,,good
visa_05cf2a3fd215337b,0,,good
visa_b20f1f3938dfaf1f,0,,good
visa_615e4f9d1e37dcd7,0,,good
visa_6bda8719171b509c,0,,good
visa_bcf13bea21dc32be,0,,good
visa_93242a12c06dacfc,0,,good
visa_f2f61c645f3d2b86,0,,good
visa_e39b0d0e34bd681c,0,,good
visa_888460c96a4ea3ce,0,,good
visa_4dd0d4f0e66d80b7,0,,good
visa_8a0c28fc59ba8fc0,0,,good
visa_525642db468a9071,0,,good
visa_8822fdf7e24a8e10,0,,good
visa_323f138f7245ed74,0,,good
visa_f3a71c834b4f4cc6,0,,good
visa_3ba3a15495dbae7a,0,,good
visa_56a4d98269521bbf,0,,good
visa_75e1993421d6d154,0,,good
visa_7730ffa5e1f00dab,0,,good
visa_f912623e26c8fae4,0,,good
visa_b1cfcaa2a5054a6d,0,,good
visa_af823fafe11da23c,0,,good
visa_53f5daf804048b64,0,,good
visa_0561f860fd234cee,0,,good
visa_f481976550b7dbf6,0,,good
visa_b1d5a6f43743b418,0,,good
visa_de84ae102d6752d1,0,,good
visa_d325c4e9191d3ce4,0,,good
visa_dfe86bcd38353a8d,0,,good
visa_12fe7fe71f2e4653,0,,good
visa_c095cf02e960c564,0,,good
visa_4d41074729d668c5,0,,good
visa_7e725d3b2cccf0de,0,,good
visa_5037e6cff1f23432,0,,good
visa_f27b27bbc853ac72,0,,good
visa_61a1ef65e7bb20dd,0,,good
visa_fdef72a54648ef2f,0,,good
visa_4e15c5afc8772436,0,,good
visa_4ad61c76076e8e23,0,,good
visa_bfd790f0e434cea6,0,,good
visa_160515e67ed4cab6,0,,good
visa_578854dbf9e6b183,0,,good
visa_a2818bf77fd557ff,0,,good
visa_c559613903d9eba2,0,,good
visa_b31f13ff17328b9d,0,,good
visa_62270160931fb774,0,,good
visa_9af97bb022ebee90,0,,good
visa_294b67597aea30e0,0,,good
visa_d07f26905fc90bab,0,,good
visa_953877ab55fbb23d,0,,good
visa_b1e7dad822a7b8d6,0,,good
visa_6e01a252d61c8a90,0,,good
visa_0713c118dc99aee5,0,,good
visa_918e56e25fd1aac1,0,,good
visa_ccc6e7ae7da50128,0,,good
visa_9459af49107a6bbc,0,,good
visa_58a0396f7a9e39b2,0,,good
visa_6529fffd69e12f0c,0,,good
visa_1e5b1643405691e8,0,,good
visa_eab69ae43279f47b,0,,good
visa_b0d98d41fafb02c6,0,,good
visa_c254f301674c5778,0,,good
visa_b4f049383ac5dd32,0,,good
visa_5744ed572291e15e,0,,good
visa_05b02b38c198c36b,0,,good
visa_8b08532c3fd1baa4,0,,good
visa_ab745e19ff2ba668,0,,good
visa_b322c2800f11acdc,0,,good
visa_e2a96bb0e11a3821,0,,good
visa_f5e1c3970c03a2b0,0,,good
visa_45902cc54922457a,0,,good
visa_3fb567d9d5ba4335,0,,good
visa_3e618ca5c6f8ecae,0,,good
visa_a56594bfdc334b30,0,,good
visa_046e72eda95f0ba3,0,,good
visa_ca205d958c8c206d,0,,good
visa_e74b611fd8ad2cf7,0,,good
visa_b43acd05500df4c4,0,,good
visa_fb0ef85696d59d27,0,,good
visa_a7ce24dfea67a5cd,0,,good
visa_f6b8bec71131bf1f,0,,good
visa_fcec192c9938fe79,0,,good
visa_3b00acdbeb79b875,0,,good
visa_cd40da4342ff0132,0,,good
visa_92cadbf6bac92c1b,0,,good
visa_81f0fb43671dfca6,0,,good
visa_61172a6930e230ed,0,,good
visa_34186d16d7bd1330,0,,good
visa_2350711e1553aa08,0,,good
visa_51d17fd123a3f47c,0,,good
visa_bb2c3566fb1da6da,0,,good
visa_491b964837d975d2,0,,good
visa_410d465eb42aae44,0,,good
visa_43d48fad6c2dfaee,0,,good
visa_5e6016d3dce658a0,0,,good
visa_96eded8bbb7ff832,0,,good
visa_a77f03cd0213b813,0,,good
visa_8710ba7a8e24a9d8,0,,good
visa_bea845cb7058ad16,0,,good
visa_605df56d88bf237d,0,,good
visa_d86fb2f60d60d885,0,,good
visa_17194a07fad2aba3,0,,good
visa_2a98a5952283f41f,0,,good
visa_1fa0cc366d3f2c09,0,,good
visa_1e5f5dcb58a7fb98,0,,good
visa_824ae393f4988c75,0,,good
visa_a8b77edebb4f8bb0,0,,good
visa_ee160351402a527b,0,,good
visa_80c8acdb9200fe82,0,,good
visa_b13ad3b1312afc16,0,,good
visa_9d039543219cb0a5,0,,good
visa_50ef5b19d111e9ce,0,,good
visa_1b4b060267446838,0,,good
visa_abe3b60c356fb09a,0,,good
visa_04cd48cb4628410d,0,,good
visa_da8a3e7978ff5067,0,,good
visa_e40d6549f7cfb6b1,0,,good
visa_f70ff7da938aea08,0,,good
visa_4712bb8e8c0d3d82,0,,good
visa_863ea11f368f48d1,0,,good
visa_5881825c8f2a77c9,0,,good
visa_c8740de88bad1ee2,0,,good
visa_02146568e3a9f69e,0,,good
visa_edb8ba193c77d687,0,,good
visa_de35eb459ba4855a,0,,good
visa_8cfc18cd58b363e9,0,,good
visa_8a99e5b36e5c1966,0,,good
visa_834c61e73f7449c9,0,,good
visa_a48583f593cf92ea,0,,good
visa_f2932f904a228c42,0,,good
visa_05830460803c6502,0,,good
visa_30c3a7ddaa20f90f,0,,good
visa_1e7583f290e6b5ee,0,,good
visa_6d1d91cc29d70e97,0,,good
visa_83c792aaf69f29d1,0,,good
visa_6e4636f15f0fc7be,0,,good
visa_4493d55a7eda7ce5,0,,good
visa_1ab17ee3d33c1b15,0,,good
visa_f5021999d6857c63,0,,good
visa_c3e05b5274c9a632,0,,good
visa_f42ed79976b899d9,0,,good
visa_0c4c2fc6c32e3772,0,,good
visa_492d687a59fac14e,0,,good
visa_8f420e6d99e551a8,0,,good
visa_80457522a4d60d56,0,,good
visa_b718d8d05439f7de,0,,good
visa_cef9e73c497d81d2,0,,good
visa_3b7401b7a35d8cb8,0,,good
visa_3223b84bc9215184,0,,good
visa_c18bbf059e4bcda6,0,,good
visa_5f88b90bcea2957b,0,,good
visa_bc21bb36e6805b4d,0,,good
visa_4b9c1ced4234aaf6,0,,good
visa_43115d58de2fd43b,0,,good
visa_f59717eaf6432ea3,0,,good
visa_7831ca3a1d8df2e6,0,,good
visa_7e642919e0ec956c,0,,good
visa_13299815f490876f,0,,good
visa_71a1317015138d5a,0,,good
visa_6242fb71e48741cb,0,,good
visa_3528367c08642b08,0,,good
visa_a995facfc8d6a075,0,,good
visa_764bd3828f6f4dff,0,,good
visa_0cdab3b33447bba0,0,,good
visa_4a088f550752d82a,0,,good
visa_bd46fb7ae7455501,0,,good
visa_d7b7ac3169e45cee,0,,good
visa_660dd3aa9cd29367,0,,good
visa_a0c3cbd4b3b1a10a,0,,good
visa_b491507249670360,0,,good
visa_f00b887de45943aa,0,,good
visa_bd7ecb19dc7f0c53,0,,good
visa_f6ba67ea02f9db9c,0,,good
visa_8d46ae25332b9f8d,0,,good
visa_bd33e48e9d460a7d,0,,good
visa_96342c6c48390881,0,,good
visa_d95d3828095b790f,0,,good
visa_73154ca5784f8b49,0,,good
visa_6b4d06d5a77510b9,0,,good
visa_cfa7f138481ae1f9,0,,good
visa_9635c28fbc1ab8c9,0,,good
visa_171cde76c571eeb3,0,,good
visa_64e4a0d79671a1ca,0,,good
visa_45c15825a2b403f0,0,,good
visa_d657a170d88949ec,0,,good
visa_8539c1c29f600c97,0,,good
visa_f08758f3acccee04,0,,good
visa_84957e7d10754d69,0,,good
visa_f37a338db6918aa4,0,,good
visa_18866da46f4ec42e,0,,good
visa_35df6d890749e79d,0,,good
visa_e009c3fd088b84d6,0,,good
visa_d5c923d579d60910,0,,good
visa_3e8af67f481df02e,0,,good
visa_3e1d3850b7724f34,0,,good
visa_152597ec0f97b80e,0,,good
visa_ac87e92047ebf243,0,,good
visa_3de1ffc8f18a2008,0,,good
visa_c6029f4c5025ee83,0,,good
visa_02df65c4a6279148,0,,good
visa_0434cf9349e2c10f,0,,good
visa_d4ec59bcd7165950,0,,good
visa_a39aa8903bbd3146,0,,good
visa_e085633da3b7dacd,0,,good
visa_ed28ff570cbb15c3,0,,good
visa_4401d15e6f76dbdd,0,,good
visa_153503a60af469d0,0,,good
visa_001ac4c97d222736,0,,good
visa_d676399fb2486202,0,,good
visa_f0c913c98bcbe517,0,,good
visa_eab0f4910ab2393b,0,,good
visa_bb20a8d1120f2293,0,,good
visa_b1acfe8a4b9eaff4,0,,good
visa_3219f7f819594f96,0,,good
visa_c61170759c02f96d,0,,good
visa_0abdfdf3ad82c5b8,0,,good
visa_3e7ce61709a30585,0,,good
visa_83c8041856657d48,0,,good
visa_358d4df8ca432309,0,,good
visa_9a658aaa95491e90,0,,good
visa_cdfac177eff1ca9f,0,,good
visa_b0f0c784266260d9,0,,good
visa_d69eac0b77fcecca,0,,good
visa_17f56459d445607c,0,,good
visa_c9d103253167bd9e,0,,good
visa_7b7b3de08790e593,0,,good
visa_597c754710a9cfe6,0,,good
visa_fe41ac46880ae04e,0,,good
visa_8a96da69c4410dae,0,,good
visa_a698f8c1a60e0e83,0,,good
visa_1f53e521e776574c,0,,good
visa_b44cb4f92f7e8561,0,,good
visa_c39de6214bbf2414,0,,good
visa_4fa49e1c73ce970b,0,,good
visa_9a18940bee2703ba,0,,good
visa_c74e69d20542f56a,0,,good
visa_923a4a5457affbcb,0,,good
visa_aff1931ba3f54d2e,0,,good
visa_0c8fd65d3eeb4c17,0,,good
visa_69dffcb9603e3c21,0,,good
visa_5baeae47850648b2,0,,good
visa_2fa536cddc95d298,0,,good
visa_334db198ccc02e50,0,,good
visa_b1e536b7a105596b,0,,good
visa_f9e2e81eadae74f0,0,,good
visa_ad30a43a3f396497,0,,good
visa_18dd080930b31c3b,0,,good
visa_a77dcfa755bd5e85,0,,good
visa_23ccd3ee719b8acf,0,,good
visa_323a6dc0680315ca,0,,good
visa_7f68a714e4955b88,0,,good
visa_fb85016a60c47589,0,,good
visa_ecc7ff2b600b24b2,0,,good
visa_ea0eac71285aa307,0,,good
visa_9916ffcc7a0077eb,0,,good
visa_1313d07c772ab859,0,,good
visa_4e70329b54b3aba5,0,,good
visa_d9d3445543382167,0,,good
visa_70913440f0e89d2a,0,,good
visa_4e30a0748bcc9e98,0,,good
visa_ac9bfe803163172d,0,,good
visa_770370bd10edd45e,0,,good
visa_e9227ca7ccbc30b1,0,,good
visa_0e2d553996ce8374,0,,good
visa_84036f4096260b86,0,,good
visa_03b987990dc05e34,0,,good
visa_e30f2e365efc541f,0,,good
visa_26eb34df525fde84,0,,good
visa_4dd800f9e69e0da3,0,,good
visa_7845cea359fe537a,0,,good
visa_42e4d5f1f555039a,0,,good
visa_e44566847d4f5bbf,0,,good
visa_4140b79f33dc8d85,0,,good
visa_b9499afa1d1a870c,0,,good
visa_cde3897bcf5d17e6,0,,good
visa_640651ed9f567ab2,0,,good
visa_705d4b2a92187cb6,0,,good
visa_398c48b90db45df8,0,,good
visa_528a771af7ca6267,0,,good
visa_0a74be3f652d4717,0,,good
visa_0f7a067b93dd954a,0,,good
visa_4956e4ad640193d6,0,,good
visa_3a89dd92465b8918,0,,good
visa_caa1baad5ef21448,0,,good
visa_d8466de5770f13fb,0,,good
visa_393f246dc435ede2,0,,good
visa_623936999bcec2da,0,,good
visa_5016ba64a3ea9daf,0,,good
visa_ed01b0d805ca87c4,0,,good
visa_8f5b5c0c3f19d725,0,,good
visa_eaafb3f02f1e25c4,0,,good
visa_84fa4e7d8eeccc7f,0,,good
visa_26f650b29870d1c2,0,,good
visa_d496ff45af658212,0,,good
visa_48d08d743ed1fab6,0,,good
visa_bc7cd58d4a2d4cf3,0,,good
visa_21ac6d6f83168e98,0,,good
visa_165c1b4fd74710c1,0,,good
visa_a85bb758617b6e7b,0,,good
visa_facc562da5af4027,0,,good
visa_4745006eee02a5f7,0,,good
visa_fd2f34a50b76dd86,0,,good
visa_3151131f29f73911,0,,good
visa_744d22a05ebacfa1,0,,good
visa_e9942d6e7957989a,0,,good
visa_4552462a3483dcdd,0,,good
visa_64614583d51eda7f,0,,good
visa_4667e5b1cf202290,0,,good
visa_4c719557cf9952d7,0,,good
visa_d78c8c5d7ec3fce5,0,,good
visa_043d731330299bcf,0,,good
visa_a3e9d36246ae28d6,0,,good
visa_47234f91844f96db,0,,good
visa_afe1099d4ee0f322,0,,good
visa_0108f62d70efae15,0,,good
visa_057cf5a35060053a,0,,good
visa_711e6f6392028548,0,,good
visa_4eb3a561b64f2ab2,0,,good
visa_a367a2b580111de0,0,,good
visa_648ce7430fda1986,0,,good
visa_17f0bd3ed363e0d7,0,,good
visa_d737805e72a00aa6,0,,good
visa_f3186135411f797f,0,,good
visa_93ae2dcc2bdb7d89,0,,good
visa_07f83eafd9f9557b,0,,good
visa_38750f0e324f9ab9,0,,good
visa_35ac18abb344d1c5,0,,good
visa_d33419b4236f9d8a,0,,good
visa_fbe68c632a8d0eb9,0,,good
visa_9a39efb49f810a98,0,,good
visa_9df716b502b7d8cb,0,,good
visa_b0804108a0479ec5,0,,good
visa_8c413370cf39469f,0,,good
visa_b668f0835c3cd868,0,,good
visa_dbf22af3eed81c04,0,,good
visa_07d55e851c97e23e,0,,good
visa_380c9b93c7ee6d50,0,,good
visa_54745bf2c4d6c0f0,0,,good
visa_b0d910034dee7021,0,,good
visa_702a80ecb2dc7c95,0,,good
visa_d8ca8ef899e36a46,0,,good
visa_3f8521ae4762d733,0,,good
visa_58da688795266e77,0,,good
visa_e0f07b790a7005b8,0,,good
visa_07057834e107f9ef,0,,good
visa_d351691d06d7fb6d,0,,good
visa_d54c213e34287424,0,,good
visa_04f37002086f3134,0,,good
visa_1a7ff9482ca2c1db,0,,good
visa_80550112abe5dfca,0,,good
visa_0df1bea4c7331f66,0,,good
