image_id,dataset,category,split,image_path
mvtec_5ada1e191091573e,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/082.png
mvtec_510a727563ec39f7,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/083.png
mvtec_c3be44c2eba8096a,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/084.png
mvtec_9ea78066254970fd,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/085.png
mvtec_573b72090a637423,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/086.png
mvtec_3b9981f60cbd5d56,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/087.png
mvtec_1d2e0d1c814db2b6,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/088.png
mvtec_c9a2216dbcf4ff95,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/089.png
mvtec_2fb1c1fe7102f8bc,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/090.png
mvtec_edbe4a5df7dd29a3,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/091.png
mvtec_fcdce3ad604be94b,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/092.png
mvtec_548fdaf12a050bd2,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/093.png
mvtec_202eca441978535a,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/094.png
mvtec_657c72eb5f88e13a,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/095.png
mvtec_b4743627ca2fe370,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/096.png
mvtec_8b7593ba611edf82,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/097.png
mvtec_b3b74a94fdd878e2,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/098.png
mvtec_6046442fc1baf8a9,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/099.png
mvtec_c2b2b3c5048bc453,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/100.png
mvtec_c0a687e1efdda242,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/101.png
mvtec_c412cacc2c4064b7,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/102.png
mvtec_63e2ac347f419d17,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/103.png
mvtec_7ada5b9e0852827a,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/104.png
mvtec_81248a6f89b17286,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/105.png
mvtec_6f190b5990041d1a,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/106.png
mvtec_250492b6fdbfccc3,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/107.png
mvtec_eac030bb3f69ad84,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/108.png
mvtec_62b0a6969c97ed92,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/109.png
mvtec_9a68de0e54ef76c6,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/110.png
mvtec_a19dab63b6f9d4de,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/111.png
mvtec_5a91f90023650fdb,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/112.png
mvtec_cc8f970a3f46963e,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/113.png
mvtec_fee3fa4cb09f205f,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/114.png
mvtec_e65dc2e8e375bea9,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/115.png
mvtec_98efbe0a0a181a53,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/116.png
mvtec_fa11c354c15f26bc,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/117.png
mvtec_8ed68a7ee845b3e1,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/118.png
mvtec_fb6ac463563dd6d5,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/119.png
mvtec_b15f56a6df14ae94,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/120.png
mvtec_3cdb63c3ea7884d7,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/121.png
mvtec_96bf89a3972c369d,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/122.png
mvtec_00dbe18f58e68e69,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/123.png
mvtec_3cb992cfc00951eb,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/124.png
mvtec_ca23740733a0bc70,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/125.png
mvtec_421bfde6ac913aa7,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/126.png
mvtec_6cf3c616ee659db8,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/127.png
mvtec_a4979c1a9794748c,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/128.png
mvtec_d05e59e34ce745ac,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/129.png
mvtec_48503463facfb17c,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/130.png
mvtec_83af846e00c52da8,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/131.png
mvtec_0e6477f9014c61cc,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/132.png
mvtec_c30350e9e2d14044,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/133.png
mvtec_50a8e6f0c87befa8,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/134.png
mvtec_ae04a196e3a4f7a7,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/135.png
mvtec_bd67c724ceb83816,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/136.png
mvtec_31035285236ce86c,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/137.png
mvtec_d24b39f1737b33a1,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/138.png
mvtec_987803965a4acf2a,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/139.png
mvtec_50c26c9a03a22c85,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/140.png
mvtec_c09523c0979605f3,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/141.png
mvtec_741a24bb78b160e8,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/142.png
mvtec_d545528d7e270399,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/143.png
mvtec_0b7e9e1f3eb611dc,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/144.png
mvtec_ab4255e8909c8c75,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/145.png
mvtec_195cb4f3b64d2cbd,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/146.png
mvtec_6a2d00ce1fad0d3b,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/147.png
mvtec_058774c509f93702,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/148.png
mvtec_e1758270b545fd31,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/149.png
mvtec_4610afdd9e51f356,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/150.png
mvtec_df02e6b9e271e534,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/151.png
mvtec_74010ac476f3e16c,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/152.png
mvtec_81ff2e2b735807d1,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/153.png
mvtec_c6b849f27357464b,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/154.png
mvtec_befe7bef33c13a35,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/155.png
mvtec_a019b57e082aeec0,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/156.png
mvtec_75e3acfb1b7e8686,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/157.png
mvtec_023e6f46684d52c9,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/158.png
mvtec_93e9057ad99956f9,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/159.png
mvtec_94c4d7c115a1eaa2,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/160.png
mvtec_0a0e937d9eafd240,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/161.png
mvtec_71991a8d32f0268e,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/162.png
mvtec_d31dccdfd3a5ff14,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/163.png
mvtec_c288ffb15c65d12f,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/164.png
mvtec_9d05a4cc71866001,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/165.png
mvtec_1ba47d3344c454cb,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/166.png
mvtec_f04ca25101152f9c,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/167.png
mvtec_1d27379b706a0fcb,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/168.png
mvtec_7d968b263ccd9dd7,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/169.png
mvtec_3ca65d19bb1e8c8d,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/170.png
mvtec_98f62f6bdd16cfaf,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/171.png
mvtec_e7aa3e46db5fe4d6,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/172.png
mvtec_4ae3e78dabe98ad2,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/173.png
mvtec_08a39fd09f8e21e4,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/174.png
mvtec_72879e630a841e07,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/175.png
mvtec_bcb3bfee43e1d1fa,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/176.png
mvtec_275cc24713154d6c,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/177.png
mvtec_bd09316744137c94,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/178.png
mvtec_c2ebe16132008bd7,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/179.png
mvtec_967e4f23759a4183,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/180.png
mvtec_5a8f649a45173c88,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/181.png
mvtec_0695453c6187caf5,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/182.png
mvtec_a9ce8aaf829a66c6,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/183.png
mvtec_9e8b4ae5cec5a42c,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/184.png
mvtec_3455d2fd5ddb93ac,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/185.png
mvtec_f3ebc8ba44539bce,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/186.png
mvtec_0639da56b9944d56,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/187.png
mvtec_68e802c28ece984c,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/188.png
mvtec_e2b7e1a8350c042b,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/189.png
mvtec_772be13abfdb32cb,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/190.png
mvtec_f530da7967830bb6,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/191.png
mvtec_e86a7fe02d135ff3,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/192.png
mvtec_ca61fdef532dcf7e,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/193.png
mvtec_8a7cdaee4b8916ab,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/194.png
mvtec_17f9a8e8e4670729,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/195.png
mvtec_f249e2eaedc846b7,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/196.png
mvtec_ac2afb37a781eae9,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/197.png
mvtec_68ab978301f71f28,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/198.png
mvtec_48259b4c03d44748,mvtec,bottle,train,/data/gauss/ldh/myDatasets/mvtec_anomaly_detection/bottle/train/good/199.png
