image_id,dataset,category,split,image_path
visa_a54ff32309a74b3b,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0083.JPG
visa_02a8eda44c2624bf,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0889.JPG
visa_223d32a97186e77c,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0121.JPG
visa_1c8a605660a96928,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0371.JPG
visa_2594b9e6317b91c2,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0635.JPG
visa_7604cd73b622d6f1,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0368.JPG
visa_9951b809bb329bb1,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0673.JPG
visa_a6eb0354607d5c64,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0146.JPG
visa_1a334d9895ae6131,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0378.JPG
visa_40dcde42175ad0c3,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0642.JPG
visa_b611ef8041f3df6f,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0733.JPG
visa_f8cd69e9b28a640b,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0826.JPG
visa_c3c4b0b5137f9ef1,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0745.JPG
visa_f9b8fca8f59be0b6,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0154.JPG
visa_9779d7007b6ff3f3,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0393.JPG
visa_8c42558742e76b5e,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0018.JPG
visa_d77f00c780bc6c97,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0067.JPG
visa_d85dafe1d6d3452e,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0591.JPG
visa_a79bff57e0f242a6,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0001.JPG
visa_e574d347bdadb30a,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0845.JPG
visa_63d3332f1287295b,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0647.JPG
visa_93e6d511af56cb1d,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0532.JPG
visa_4aee97c987b88fe0,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0820.JPG
visa_c0980ea90b86f50b,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0134.JPG
visa_499d2fef3972100b,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0565.JPG
visa_66587978d96e8da0,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0874.JPG
visa_67deaa2865827c68,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0450.JPG
visa_d6c8856c51dffd02,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0649.JPG
visa_1327d2616a2615c4,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0007.JPG
visa_7ac62a62a223f0b2,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0347.JPG
visa_6a2fc443efaed87e,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0793.JPG
visa_7a72adb0b87d53e0,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0130.JPG
visa_5b3c846005a9e8c4,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0366.JPG
visa_4aa33e4efa1b6ce8,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0454.JPG
visa_4338807e3c1a7eb6,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0091.JPG
visa_d96e6294827005b4,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0255.JPG
visa_573df491ef2ef76a,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0194.JPG
visa_cae082d737ea3229,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0553.JPG
visa_c7d056d0b3b7698d,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0917.JPG
visa_a794a5bf47e63ced,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0847.JPG
visa_2cce5fed391d76fe,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0459.JPG
visa_c7c09d052ff4f2ad,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0277.JPG
visa_d2d936a3fbabe311,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0491.JPG
visa_4a2d7d52bd5b4592,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0894.JPG
visa_6a878851862ca1bc,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0104.JPG
visa_228eda90f5dc7f76,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0683.JPG
visa_6b16f86fe39c6cf4,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0868.JPG
visa_8e0747eba050f183,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0042.JPG
visa_efd09b23e10d857a,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0539.JPG
visa_e2af44775871abb3,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0882.JPG
visa_da657c2a76beac5f,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0602.JPG
visa_ba0e7f89084601c7,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0257.JPG
visa_c0dedd17d0e349bd,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0186.JPG
visa_2220620271868611,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0203.JPG
visa_ace1d3890281f3eb,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0455.JPG
visa_5f659b6bc0418a8a,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0376.JPG
visa_1a63acf5c3ebedf7,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0643.JPG
visa_8557f31e7370b164,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0879.JPG
visa_967fc8f5578570d7,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0787.JPG
visa_93f92b21ed4cef8d,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0599.JPG
visa_cecddf38f051431f,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0205.JPG
visa_1ec92c2053d83927,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0527.JPG
visa_e3d6464336ba8bda,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0775.JPG
visa_40e2a3f2a2665db9,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0477.JPG
visa_f2b06ea0f50d2d57,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0446.JPG
visa_43f28279cc37f7e0,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0521.JPG
visa_9f112cffdc249a64,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0489.JPG
visa_1b6138db554b66f7,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0984.JPG
visa_ed4357fb64560e64,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0108.JPG
visa_dc5639a5e0591d69,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0498.JPG
visa_8c7dc708bb400355,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0352.JPG
visa_b8f15e009da1d3df,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0522.JPG
visa_096eefeea903b3db,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0510.JPG
visa_6419ba72c5fc0cdb,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0937.JPG
visa_3f80f2aa499e1b31,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0515.JPG
visa_54dc3ac728fb0223,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0319.JPG
visa_816c6b01d92d9492,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0335.JPG
visa_14f3a0c2869b6c88,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0463.JPG
visa_f0d28305458e0e40,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0712.JPG
visa_af6a243d6e6178e3,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0234.JPG
visa_eb6b5cfaa606d2d9,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0575.JPG
visa_7ab7d8c9fcde9967,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0147.JPG
visa_e2219dbdb30ac328,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0821.JPG
visa_6fb4a1df727d63f1,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0714.JPG
visa_e434dcd33b8e71af,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0508.JPG
visa_e5b3e29c54168463,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0971.JPG
visa_29f1a72667ab56e1,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0093.JPG
visa_7493ceb5bed0132c,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0098.JPG
visa_a4bba60a9733ab86,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0903.JPG
visa_5db233ffcbde31a6,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0888.JPG
visa_d0e623336d0a7ef6,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0616.JPG
visa_572a4549239ac06b,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0563.JPG
visa_19da89ffe9d465be,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0567.JPG
visa_07604450aff72ace,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0005.JPG
visa_8f9215047113fa88,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0719.JPG
visa_807ee19cae60fc11,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0231.JPG
visa_e63db6df216b6fda,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0556.JPG
visa_afd4dc1a9e36fa24,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0950.JPG
visa_f96bd9e80354dbe7,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0932.JPG
visa_a948ec5ad3605a93,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0554.JPG
visa_f8fd104645993cc5,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0512.JPG
visa_a729b88db42d08b6,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0050.JPG
visa_b0a0d41581d0e6c6,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0345.JPG
visa_4ab3528438b38e9a,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0769.JPG
visa_e608d9f179828acb,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0230.JPG
visa_2ab7c386f00dfeee,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0692.JPG
visa_0d367669d351b862,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0165.JPG
visa_48b1f0eca1afe860,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0502.JPG
visa_f032f300429e069b,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0614.JPG
visa_788c3c3582a7770b,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0605.JPG
visa_b78e07c172efcb41,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0072.JPG
visa_e6a3ddd444c37899,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0780.JPG
visa_ef5506f481ac6ad7,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0980.JPG
visa_b950e55167d74ca9,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0313.JPG
visa_b251f47687ea4e24,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0582.JPG
visa_d2870e05470d9754,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0731.JPG
visa_9afc25ceed784ea1,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0593.JPG
visa_df797d04e4399167,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0374.JPG
visa_11cf3feb2fdfd530,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0626.JPG
visa_4aa31457ec311978,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0432.JPG
visa_66cbcb2ea224c3eb,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0851.JPG
visa_7a7cae91e42bbcdc,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0589.JPG
visa_5c4bb033c0b124dc,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0264.JPG
visa_2069db3f82d8ac20,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0290.JPG
visa_c1c852c943952701,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0893.JPG
visa_c08e30fb4067315c,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0853.JPG
visa_9eb85f091a23b5d8,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0327.JPG
visa_f0974215ce48c5f9,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0885.JPG
visa_91979e842d866d77,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0406.JPG
visa_1068c72dd14c56f2,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0737.JPG
visa_16ab615c6eb7d28e,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0404.JPG
visa_16c95d55013f5830,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0190.JPG
visa_216b4283515c9249,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0727.JPG
visa_a609f883517a8aca,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0671.JPG
visa_908bdca2dccdb22a,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0348.JPG
visa_66b28aff75a118fd,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0594.JPG
visa_c9744c42f6f41e6d,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0496.JPG
visa_2209b4bc34c0fcc3,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0341.JPG
visa_3fac0fedb95203bf,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0247.JPG
visa_6b2efce03bb5d72c,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0929.JPG
visa_7d494ee0194a4e27,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0550.JPG
visa_2ab0dfa4ed272b5f,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0832.JPG
visa_16830d715bd44498,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0021.JPG
visa_154c886f1d7b271d,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0604.JPG
visa_d4384088a7bdaeec,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0875.JPG
visa_bdfb7df15ac42470,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0653.JPG
visa_a9054e4ab56112b7,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0117.JPG
visa_7e20693435ee82e7,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0492.JPG
visa_d85a23297ad73f8e,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0138.JPG
visa_1d95ab565b2c81b6,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0781.JPG
visa_dea6d0b84ee6ddf2,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0772.JPG
visa_f52e89d790a3f9e4,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0928.JPG
visa_aa78597e55d53221,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0350.JPG
visa_0c5450b0f96d3a6d,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0774.JPG
visa_f5a8a4e1630a7902,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0891.JPG
visa_9ec839ce047402a0,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0979.JPG
visa_3ac101d3df7eb409,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0395.JPG
visa_d8c1df208cd60094,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0827.JPG
visa_d972cd37f9b320a1,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0638.JPG
visa_13e63757bc01bdb0,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0145.JPG
visa_47b3e7167e3511b4,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0718.JPG
visa_7f6cd178a4030713,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0499.JPG
visa_0af3762495d57c43,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0251.JPG
visa_018a4d678cfcdb71,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0407.JPG
visa_975dda97afc53e06,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0770.JPG
visa_69793a7f075f76d9,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0612.JPG
visa_a67c3caa482567e3,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0268.JPG
visa_6fa9e28d11fe3154,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0253.JPG
visa_4b212bdda34e92c0,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0006.JPG
visa_d75a8f07520c2f4d,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0494.JPG
visa_d3627fcd7f09fb68,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0824.JPG
visa_27660a3ef1dce899,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0543.JPG
visa_fc28e38b2ebb5d46,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0262.JPG
visa_af7ac5891c6babf7,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0384.JPG
visa_8cb6b4e5e15d244b,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0383.JPG
visa_983020449b1f4dae,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0562.JPG
visa_a779b81bf4521796,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0709.JPG
visa_2df759de2fa53505,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0588.JPG
visa_e079c47cb72ee66c,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0188.JPG
visa_7b84748b6c162480,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0861.JPG
visa_b64fbd666fc2a9d1,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0682.JPG
visa_e7f10e62be531f45,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0066.JPG
visa_2b071ec1c92ae4a4,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0672.JPG
visa_ca51ff1b7c8a31eb,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0896.JPG
visa_021ba40b59c82a50,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0678.JPG
visa_6e7dcd4ee410a6f3,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0948.JPG
visa_19958010a715708d,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0329.JPG
visa_b146895df225a2d4,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0436.JPG
visa_78c3c85eb4c63c6b,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0157.JPG
visa_250564930989b7b1,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0010.JPG
visa_6048cb2b73127911,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0445.JPG
visa_ab70c91356314d64,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0752.JPG
visa_da7843adef5d1d28,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0137.JPG
visa_2a4b9fbc8f4fcad9,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0038.JPG
visa_122be0df887412a7,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0292.JPG
visa_8a04f58cfae8a8b0,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0713.JPG
visa_bc0d10e9d2edfd38,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0912.JPG
visa_092a63beca35a2fe,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0442.JPG
visa_8241a24c64e83c5c,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0386.JPG
visa_d285d96cd1488598,visa,candle,train,/data/gauss/ldh/myDatasets/VisA/candle/Data/Images/Normal/0919.JPG
